Line_index,Line_start,Line_end,Line
301,80,80,"[-73.31042,40.8451],[-73.31042,40.8451]"
302,78,81,"[-73.3985,40.68631],[-73.96414,40.63118]"
303,81,81,"[-73.96414,40.63118],[-73.96414,40.63118]"
304,125,81,"[-74.37859,40.5262],[-73.96414,40.63118]"
305,78,82,"[-73.3985,40.68631],[-73.59301,40.79691]"
306,82,82,"[-73.59301,40.79691],[-73.59301,40.79691]"
307,83,83,"[-82.84811,42.06276],[-82.84811,42.06276]"
308,84,83,"[-83.14859,42.09605],[-82.84811,42.06276]"
309,112,83,"[-82.15996,42.09778],[-82.84811,42.06276]"
310,113,83,"[-82.50141,42.19729],[-82.84811,42.06276]"
311,83,84,"[-82.84811,42.06276],[-83.14859,42.09605]"
312,84,84,"[-83.14859,42.09605],[-83.14859,42.09605]"
313,116,84,"[-82.86642,42.30234],[-83.14859,42.09605]"
314,85,85,"[-82.38938,42.51522],[-82.38938,42.51522]"
315,86,85,"[-82.46003,42.38139],[-82.38938,42.51522]"
316,87,85,"[-82.58342,42.50378],[-82.38938,42.51522]"
317,88,85,"[-81.87696,42.81582],[-82.38938,42.51522]"
318,105,85,"[-81.45119,42.72568],[-82.38938,42.51522]"
319,112,85,"[-82.15996,42.09778],[-82.38938,42.51522]"
320,85,86,"[-82.38938,42.51522],[-82.46003,42.38139]"
321,86,86,"[-82.46003,42.38139],[-82.46003,42.38139]"
322,85,87,"[-82.38938,42.51522],[-82.58342,42.50378]"
323,87,87,"[-82.58342,42.50378],[-82.58342,42.50378]"
324,115,87,"[-82.72512,42.61369],[-82.58342,42.50378]"
325,85,88,"[-82.38938,42.51522],[-81.87696,42.81582]"
326,88,88,"[-81.87696,42.81582],[-81.87696,42.81582]"
327,89,88,"[-82.15955,42.91984],[-81.87696,42.81582]"
328,105,88,"[-81.45119,42.72568],[-81.87696,42.81582]"
329,88,89,"[-81.87696,42.81582],[-82.15955,42.91984]"
330,89,89,"[-82.15955,42.91984],[-82.15955,42.91984]"
331,90,89,"[-82.44213,42.8186],[-82.15955,42.91984]"
332,105,89,"[-81.45119,42.72568],[-82.15955,42.91984]"
333,113,89,"[-82.50141,42.19729],[-82.15955,42.91984]"
334,89,90,"[-82.15955,42.91984],[-82.44213,42.8186]"
335,90,90,"[-82.44213,42.8186],[-82.44213,42.8186]"
336,114,90,"[-82.72512,42.91984],[-82.44213,42.8186]"
337,91,91,"[-79.61629,43.64828],[-79.61629,43.64828]"
338,92,91,"[-81.02921,46.67058],[-79.61629,43.64828]"
339,93,91,"[-79.75758,44.58718],[-79.61629,43.64828]"
340,95,91,"[-78.06161,46.24898],[-79.61629,43.64828]"
341,98,91,"[-75.13875,44.94048],[-79.61629,43.64828]"
342,110,91,"[-79.6167,43.12093],[-79.61629,43.64828]"
343,91,92,"[-79.61629,43.64828],[-81.02921,46.67058]"
344,92,92,"[-81.02921,46.67058],[-81.02921,46.67058]"
345,97,92,"[-81.3118,46.35854],[-81.02921,46.67058]"
346,91,93,"[-79.61629,43.64828],[-79.75758,44.58718]"
347,93,93,"[-79.75758,44.58718],[-79.75758,44.58718]"
348,94,93,"[-80.04016,44.06711],[-79.75758,44.58718]"
349,95,93,"[-78.06161,46.24898],[-79.75758,44.58718]"
350,93,94,"[-79.75758,44.58718],[-80.04016,44.06711]"
351,94,94,"[-80.04016,44.06711],[-80.04016,44.06711]"
352,111,94,"[-80.46561,43.33901],[-80.04016,44.06711]"
353,91,95,"[-79.61629,43.64828],[-78.06161,46.24898]"
354,93,95,"[-79.75758,44.58718],[-78.06161,46.24898]"
355,95,95,"[-78.06161,46.24898],[-78.06161,46.24898]"
356,96,95,"[-79.475,46.35854],[-78.06161,46.24898]"
357,95,96,"[-78.06161,46.24898],[-79.475,46.35854]"
358,96,96,"[-79.475,46.35854],[-79.475,46.35854]"
359,97,96,"[-81.3118,46.35854],[-79.475,46.35854]"
360,92,97,"[-81.02921,46.67058],[-81.3118,46.35854]"
361,96,97,"[-79.475,46.35854],[-81.3118,46.35854]"
362,97,97,"[-81.3118,46.35854],[-81.3118,46.35854]"
363,91,98,"[-79.61629,43.64828],[-75.13875,44.94048]"
364,98,98,"[-75.13875,44.94048],[-75.13875,44.94048]"
365,99,98,"[-75.08835,45.0965],[-75.13875,44.94048]"
366,98,99,"[-75.13875,44.94048],[-75.08835,45.0965]"
367,99,99,"[-75.08835,45.0965],[-75.08835,45.0965]"
368,100,99,"[-74.82459,45.09026],[-75.08835,45.0965]"
369,48,100,"[-74.77657,44.94083],[-74.82459,45.09026]"
370,99,100,"[-75.08835,45.0965],[-74.82459,45.09026]"
371,100,100,"[-74.82459,45.09026],[-74.82459,45.09026]"
372,101,101,"[-79.79337,42.93613],[-79.79337,42.93613]"
373,102,101,"[-79.38173,43.16462],[-79.79337,42.93613]"
374,103,101,"[-79.26069,43.06892],[-79.79337,42.93613]"
375,104,101,"[-79.96339,43.16462],[-79.79337,42.93613]"
376,105,101,"[-81.45119,42.72568],[-79.79337,42.93613]"
377,107,101,"[-80.71506,42.94931],[-79.79337,42.93613]"
378,108,101,"[-79.79101,43.54115],[-79.79337,42.93613]"
379,109,101,"[-79.89697,43.37542],[-79.79337,42.93613]"
380,110,101,"[-79.6167,43.12093],[-79.79337,42.93613]"
381,54,102,"[-78.32064,43.13549],[-79.38173,43.16462]"
382,101,102,"[-79.79337,42.93613],[-79.38173,43.16462]"
383,102,102,"[-79.38173,43.16462],[-79.38173,43.16462]"
384,54,103,"[-78.32064,43.13549],[-79.26069,43.06892]"
385,101,103,"[-79.79337,42.93613],[-79.26069,43.06892]"
386,103,103,"[-79.26069,43.06892],[-79.26069,43.06892]"
387,101,104,"[-79.79337,42.93613],[-79.96339,43.16462]"
388,104,104,"[-79.96339,43.16462],[-79.96339,43.16462]"
389,106,104,"[-80.81538,43.06892],[-79.96339,43.16462]"
390,110,104,"[-79.6167,43.12093],[-79.96339,43.16462]"
391,85,105,"[-82.38938,42.51522],[-81.45119,42.72568]"
392,88,105,"[-81.87696,42.81582],[-81.45119,42.72568]"
393,89,105,"[-82.15955,42.91984],[-81.45119,42.72568]"
394,101,105,"[-79.79337,42.93613],[-81.45119,42.72568]"
395,105,105,"[-81.45119,42.72568],[-81.45119,42.72568]"
396,106,105,"[-80.81538,43.06892],[-81.45119,42.72568]"
397,107,105,"[-80.71506,42.94931],[-81.45119,42.72568]"
398,111,105,"[-80.46561,43.33901],[-81.45119,42.72568]"
399,112,105,"[-82.15996,42.09778],[-81.45119,42.72568]"
400,113,105,"[-82.50141,42.19729],[-81.45119,42.72568]"
401,104,106,"[-79.96339,43.16462],[-80.81538,43.06892]"
402,105,106,"[-81.45119,42.72568],[-80.81538,43.06892]"
403,106,106,"[-80.81538,43.06892],[-80.81538,43.06892]"
404,101,107,"[-79.79337,42.93613],[-80.71506,42.94931]"
405,105,107,"[-81.45119,42.72568],[-80.71506,42.94931]"
406,107,107,"[-80.71506,42.94931],[-80.71506,42.94931]"
407,110,107,"[-79.6167,43.12093],[-80.71506,42.94931]"
408,101,108,"[-79.79337,42.93613],[-79.79101,43.54115]"
409,108,108,"[-79.79101,43.54115],[-79.79101,43.54115]"
410,110,108,"[-79.6167,43.12093],[-79.79101,43.54115]"
411,111,108,"[-80.46561,43.33901],[-79.79101,43.54115]"
412,101,109,"[-79.79337,42.93613],[-79.89697,43.37542]"
413,109,109,"[-79.89697,43.37542],[-79.89697,43.37542]"
414,110,109,"[-79.6167,43.12093],[-79.89697,43.37542]"
415,111,109,"[-80.46561,43.33901],[-79.89697,43.37542]"
416,91,110,"[-79.61629,43.64828],[-79.6167,43.12093]"
417,101,110,"[-79.79337,42.93613],[-79.6167,43.12093]"
418,104,110,"[-79.96339,43.16462],[-79.6167,43.12093]"
419,107,110,"[-80.71506,42.94931],[-79.6167,43.12093]"
420,108,110,"[-79.79101,43.54115],[-79.6167,43.12093]"
421,109,110,"[-79.89697,43.37542],[-79.6167,43.12093]"
422,110,110,"[-79.6167,43.12093],[-79.6167,43.12093]"
423,94,111,"[-80.04016,44.06711],[-80.46561,43.33901]"
424,105,111,"[-81.45119,42.72568],[-80.46561,43.33901]"
425,108,111,"[-79.79101,43.54115],[-80.46561,43.33901]"
426,109,111,"[-79.89697,43.37542],[-80.46561,43.33901]"
427,111,111,"[-80.46561,43.33901],[-80.46561,43.33901]"
428,83,112,"[-82.84811,42.06276],[-82.15996,42.09778]"
429,85,112,"[-82.38938,42.51522],[-82.15996,42.09778]"
430,105,112,"[-81.45119,42.72568],[-82.15996,42.09778]"
431,112,112,"[-82.15996,42.09778],[-82.15996,42.09778]"
432,113,112,"[-82.50141,42.19729],[-82.15996,42.09778]"
433,83,113,"[-82.84811,42.06276],[-82.50141,42.19729]"
434,89,113,"[-82.15955,42.91984],[-82.50141,42.19729]"
435,105,113,"[-81.45119,42.72568],[-82.50141,42.19729]"
436,112,113,"[-82.15996,42.09778],[-82.50141,42.19729]"
437,113,113,"[-82.50141,42.19729],[-82.50141,42.19729]"
438,90,114,"[-82.44213,42.8186],[-82.72512,42.91984]"
439,114,114,"[-82.72512,42.91984],[-82.72512,42.91984]"
440,117,114,"[-83.43158,42.54643],[-82.72512,42.91984]"
441,119,114,"[-83.57288,43.12786],[-82.72512,42.91984]"
442,121,114,"[-83.2748,42.4359],[-82.72512,42.91984]"
443,87,115,"[-82.58342,42.50378],[-82.72512,42.61369]"
444,115,115,"[-82.72512,42.61369],[-82.72512,42.61369]"
445,116,115,"[-82.86642,42.30234],[-82.72512,42.61369]"
446,117,115,"[-83.43158,42.54643],[-82.72512,42.61369]"
447,118,115,"[-83.43158,42.09605],[-82.72512,42.61369]"
448,119,115,"[-83.57288,43.12786],[-82.72512,42.61369]"
449,121,115,"[-83.2748,42.4359],[-82.72512,42.61369]"
450,135,115,"[-79.52161,40.66211],[-82.72512,42.61369]"
451,139,115,"[-82.32108,38.72017],[-82.72512,42.61369]"
452,84,116,"[-83.14859,42.09605],[-82.86642,42.30234]"
453,115,116,"[-82.72512,42.61369],[-82.86642,42.30234]"
454,116,116,"[-82.86642,42.30234],[-82.86642,42.30234]"
455,117,116,"[-83.43158,42.54643],[-82.86642,42.30234]"
456,118,116,"[-83.43158,42.09605],[-82.86642,42.30234]"
457,120,116,"[-85.69041,43.23188],[-82.86642,42.30234]"
458,121,116,"[-83.2748,42.4359],[-82.86642,42.30234]"
459,122,116,"[-83.32472,42.26427],[-82.86642,42.30234]"
460,114,117,"[-82.72512,42.91984],[-83.43158,42.54643]"
461,115,117,"[-82.72512,42.61369],[-83.43158,42.54643]"
462,116,117,"[-82.86642,42.30234],[-83.43158,42.54643]"
463,117,117,"[-83.43158,42.54643],[-83.43158,42.54643]"
464,118,117,"[-83.43158,42.09605],[-83.43158,42.54643]"
465,119,117,"[-83.57288,43.12786],[-83.43158,42.54643]"
466,120,117,"[-85.69041,43.23188],[-83.43158,42.54643]"
467,121,117,"[-83.2748,42.4359],[-83.43158,42.54643]"
468,122,117,"[-83.32472,42.26427],[-83.43158,42.54643]"
469,115,118,"[-82.72512,42.61369],[-83.43158,42.09605]"
470,116,118,"[-82.86642,42.30234],[-83.43158,42.09605]"
471,117,118,"[-83.43158,42.54643],[-83.43158,42.09605]"
472,118,118,"[-83.43158,42.09605],[-83.43158,42.09605]"
473,120,118,"[-85.69041,43.23188],[-83.43158,42.09605]"
474,121,118,"[-83.2748,42.4359],[-83.43158,42.09605]"
475,122,118,"[-83.32472,42.26427],[-83.43158,42.09605]"
476,123,118,"[-83.45142,41.73692],[-83.43158,42.09605]"
477,114,119,"[-82.72512,42.91984],[-83.57288,43.12786]"
478,115,119,"[-82.72512,42.61369],[-83.57288,43.12786]"
479,117,119,"[-83.43158,42.54643],[-83.57288,43.12786]"
480,119,119,"[-83.57288,43.12786],[-83.57288,43.12786]"
481,120,119,"[-85.69041,43.23188],[-83.57288,43.12786]"
482,121,119,"[-83.2748,42.4359],[-83.57288,43.12786]"
483,116,120,"[-82.86642,42.30234],[-85.69041,43.23188]"
484,117,120,"[-83.43158,42.54643],[-85.69041,43.23188]"
485,118,120,"[-83.43158,42.09605],[-85.69041,43.23188]"
486,119,120,"[-83.57288,43.12786],[-85.69041,43.23188]"
487,120,120,"[-85.69041,43.23188],[-85.69041,43.23188]"
488,114,121,"[-82.72512,42.91984],[-83.2748,42.4359]"
489,115,121,"[-82.72512,42.61369],[-83.2748,42.4359]"
490,116,121,"[-82.86642,42.30234],[-83.2748,42.4359]"
491,117,121,"[-83.43158,42.54643],[-83.2748,42.4359]"
492,118,121,"[-83.43158,42.09605],[-83.2748,42.4359]"
493,119,121,"[-83.57288,43.12786],[-83.2748,42.4359]"
494,121,121,"[-83.2748,42.4359],[-83.2748,42.4359]"
495,122,121,"[-83.32472,42.26427],[-83.2748,42.4359]"
496,116,122,"[-82.86642,42.30234],[-83.32472,42.26427]"
497,117,122,"[-83.43158,42.54643],[-83.32472,42.26427]"
498,118,122,"[-83.43158,42.09605],[-83.32472,42.26427]"
499,121,122,"[-83.2748,42.4359],[-83.32472,42.26427]"
500,122,122,"[-83.32472,42.26427],[-83.32472,42.26427]"
501,135,122,"[-79.52161,40.66211],[-83.32472,42.26427]"
502,139,122,"[-82.32108,38.72017],[-83.32472,42.26427]"
503,118,123,"[-83.43158,42.09605],[-83.45142,41.73692]"
504,123,123,"[-83.45142,41.73692],[-83.45142,41.73692]"
505,75,124,"[-74.24672,41.04758],[-74.83214,40.48286]"
506,124,124,"[-74.83214,40.48286],[-74.83214,40.48286]"
507,125,124,"[-74.37859,40.5262],[-74.83214,40.48286]"
508,126,124,"[-74.19632,40.75261],[-74.83214,40.48286]"
509,127,124,"[-75.5386,40.37885],[-74.83214,40.48286]"
510,128,124,"[-75.3973,40.06403],[-74.83214,40.48286]"
511,81,125,"[-73.96414,40.63118],[-74.37859,40.5262]"
512,124,125,"[-74.83214,40.48286],[-74.37859,40.5262]"
513,125,125,"[-74.37859,40.5262],[-74.37859,40.5262]"
514,126,125,"[-74.19632,40.75261],[-74.37859,40.5262]"
515,128,125,"[-75.3973,40.06403],[-74.37859,40.5262]"
516,124,126,"[-74.83214,40.48286],[-74.19632,40.75261]"
517,125,126,"[-74.37859,40.5262],[-74.19632,40.75261]"
518,126,126,"[-74.19632,40.75261],[-74.19632,40.75261]"
519,127,126,"[-75.5386,40.37885],[-74.19632,40.75261]"
520,128,126,"[-75.3973,40.06403],[-74.19632,40.75261]"
521,138,126,"[-76.38634,41.63014],[-74.19632,40.75261]"
522,124,127,"[-74.83214,40.48286],[-75.5386,40.37885]"
523,126,127,"[-74.19632,40.75261],[-75.5386,40.37885]"
524,127,127,"[-75.5386,40.37885],[-75.5386,40.37885]"
525,128,127,"[-75.3973,40.06403],[-75.5386,40.37885]"
526,132,127,"[-77.51668,40.48875],[-75.5386,40.37885]"
527,124,128,"[-74.83214,40.48286],[-75.3973,40.06403]"
528,125,128,"[-74.37859,40.5262],[-75.3973,40.06403]"
529,126,128,"[-74.19632,40.75261],[-75.3973,40.06403]"
530,127,128,"[-75.5386,40.37885],[-75.3973,40.06403]"
531,128,128,"[-75.3973,40.06403],[-75.3973,40.06403]"
532,129,128,"[-75.82117,39.6563],[-75.3973,40.06403]"
533,130,128,"[-76.38634,39.76031],[-75.3973,40.06403]"
534,128,129,"[-75.3973,40.06403],[-75.82117,39.6563]"
535,129,129,"[-75.82117,39.6563],[-75.82117,39.6563]"
536,130,129,"[-76.38634,39.76031],[-75.82117,39.6563]"
537,128,130,"[-75.3973,40.06403],[-76.38634,39.76031]"
538,129,130,"[-75.82117,39.6563],[-76.38634,39.76031]"
539,130,130,"[-76.38634,39.76031],[-76.38634,39.76031]"
540,131,130,"[-76.64256,39.79082],[-76.38634,39.76031]"
541,132,130,"[-77.51668,40.48875],[-76.38634,39.76031]"
542,130,131,"[-76.38634,39.76031],[-76.64256,39.79082]"
543,131,131,"[-76.64256,39.79082],[-76.64256,39.79082]"
544,133,131,"[-79.21219,40.27483],[-76.64256,39.79082]"
545,135,131,"[-79.52161,40.66211],[-76.64256,39.79082]"
546,139,131,"[-82.32108,38.72017],[-76.64256,39.79082]"
547,127,132,"[-75.5386,40.37885],[-77.51668,40.48875]"
548,130,132,"[-76.38634,39.76031],[-77.51668,40.48875]"
549,132,132,"[-77.51668,40.48875],[-77.51668,40.48875]"
550,133,132,"[-79.21219,40.27483],[-77.51668,40.48875]"
551,134,132,"[-79.19382,40.49777],[-77.51668,40.48875]"
552,135,132,"[-79.52161,40.66211],[-77.51668,40.48875]"
553,138,132,"[-76.38634,41.63014],[-77.51668,40.48875]"
554,131,133,"[-76.64256,39.79082],[-79.21219,40.27483]"
555,132,133,"[-77.51668,40.48875],[-79.21219,40.27483]"
556,133,133,"[-79.21219,40.27483],[-79.21219,40.27483]"
557,135,133,"[-79.52161,40.66211],[-79.21219,40.27483]"
558,66,134,"[-76.46265,41.91437],[-79.19382,40.49777]"
559,132,134,"[-77.51668,40.48875],[-79.19382,40.49777]"
560,134,134,"[-79.19382,40.49777],[-79.19382,40.49777]"
561,135,134,"[-79.52161,40.66211],[-79.19382,40.49777]"
562,136,134,"[-80.34299,41.94495],[-79.19382,40.49777]"
563,115,135,"[-82.72512,42.61369],[-79.52161,40.66211]"
564,122,135,"[-83.32472,42.26427],[-79.52161,40.66211]"
565,131,135,"[-76.64256,39.79082],[-79.52161,40.66211]"
566,132,135,"[-77.51668,40.48875],[-79.52161,40.66211]"
567,133,135,"[-79.21219,40.27483],[-79.52161,40.66211]"
568,134,135,"[-79.19382,40.49777],[-79.52161,40.66211]"
569,135,135,"[-79.52161,40.66211],[-79.52161,40.66211]"
570,139,135,"[-82.32108,38.72017],[-79.52161,40.66211]"
571,134,136,"[-79.19382,40.49777],[-80.34299,41.94495]"
572,136,136,"[-80.34299,41.94495],[-80.34299,41.94495]"
573,137,136,"[-80.06041,42.04897],[-80.34299,41.94495]"
574,139,136,"[-82.32108,38.72017],[-80.34299,41.94495]"
575,136,137,"[-80.34299,41.94495],[-80.06041,42.04897]"
576,137,137,"[-80.06041,42.04897],[-80.06041,42.04897]"
577,138,137,"[-76.38634,41.63014],[-80.06041,42.04897]"
578,67,138,"[-76.79422,41.97816],[-76.38634,41.63014]"
579,126,138,"[-74.19632,40.75261],[-76.38634,41.63014]"
580,132,138,"[-77.51668,40.48875],[-76.38634,41.63014]"
581,137,138,"[-80.06041,42.04897],[-76.38634,41.63014]"
582,138,138,"[-76.38634,41.63014],[-76.38634,41.63014]"
583,115,139,"[-82.72512,42.61369],[-82.32108,38.72017]"
584,122,139,"[-83.32472,42.26427],[-82.32108,38.72017]"
585,131,139,"[-76.64256,39.79082],[-82.32108,38.72017]"
586,135,139,"[-79.52161,40.66211],[-82.32108,38.72017]"
587,136,139,"[-80.34299,41.94495],[-82.32108,38.72017]"
588,139,139,"[-82.32108,38.72017],[-82.32108,38.72017]"
589,60,140,"[-79.26259,42.44449],[-79.55411,42.28161]"
590,140,140,"[-79.55411,42.28161],[-79.55411,42.28161]"
